Date,Close,High,Low,Open,Volume,MACD,RSI
02/01/2019,227.6374969482422,228.57470145825786,223.78864545048623,223.81594118647857,126925200,-3.669165894,36.89712363540093
03/01/2019,222.20541381835938,226.17255567674601,221.71406285447193,225.86318089493466,144140700,-3.795994216,31.059699173768948
04/01/2019,229.64833068847656,230.30345600575538,224.8986790801512,225.28083320124853,142628800,-3.258364982,40.48609094588597
07/01/2019,231.45904541015625,232.88757303729142,229.01142615829835,229.92132096515152,103139100,-2.655568654,46.00104302782775
08/01/2019,233.63369750976562,234.12504851819773,231.11329869753865,233.6792089142765,102512600,-1.979552917,52.651387519091756
09/01/2019,234.72557067871094,235.5808740413283,233.10595899013938,234.35251046584284,95006600,-1.340250957,53.93994985592573
10/01/2019,235.5535888671875,235.80835832059378,232.47813975749088,233.16966874578844,96823900,-0.758047104,58.63303341000451
11/01/2019,235.6445770263672,235.67187276101404,233.8702709709613,234.46169706683423,73858100,-0.286007456,63.622361720813785
14/01/2019,234.20693969726562,235.02583954668285,233.30615263968554,233.71558868049993,70908200,-0.027599799,68.48984878546742
15/01/2019,236.8911133,237.20958201016597,234.5799727479512,234.58908058150985,85208300,0.38929297937002616,81.14965964261572
16/01/2019,237.4643555,238.36514243721453,237.11859100107674,237.32784903419477,77636700,0.75721071,74.23050523576022
17/01/2019,239.26596069335938,240.1394798104817,236.53627592987817,236.5817873366098,96118400,1.1805539560679392,74.30622662
18/01/2019,242.45059204101562,242.92375516969383,239.3023634001618,241.10396533395115,127900300,1.7528241970362615,77.66931879
22/01/2019,239.17489624023438,241.17667559299588,237.5370969645432,240.95830976097875,115531200,1.9198998011851813,68.35966498524793
23/01/2019,239.6753387451172,240.93099772981648,237.17312860736348,240.22128105600115,86030300,2.0688416304527664,68.61790199
24/01/2019,239.80274963378906,240.39420343398322,238.46520324404477,239.49338875172504,59204100,2.1721212356083015,82.55871533473174
25/01/2019,241.83181762695312,242.66893298737182,239.90284526295125,241.67712330669266,96883400,2.390147760633738,78.18926554
28/01/2019,239.99391174316406,240.05758328902087,238.20141749994855,239.65725503929679,85613700,2.3871145372530407,69.72253662664622
29/01/2019,239.6753387451172,240.71260414479525,238.8291434355257,240.13939387453547,66136300,2.3321212651048313,65.27111930483613
30/01/2019,243.4696044921875,244.3249077066118,240.43966744756906,241.21308347352064,92473700,2.5651349574603444,69.44530973763632
31/01/2019,245.60794067382812,246.09929172878049,243.1876167403546,243.40601041355043,104012100,2.889042759893016,71.12793565573612
01/02/2019,245.7261962890625,246.7634897268423,244.92548439346825,245.80808349186827,85782500,3.119326611334543,71.16098463375373
04/02/2019,247.4549560546875,247.51865534826877,245.08922426948976,245.7716452978478,60744800,3.402107312584093,77.47141551725447
05/02/2019,248.49232482910156,248.80168579046236,247.38225184172876,247.89179080959255,79552800,3.6676417549683435,75.81999086
06/02/2019,248.1646728515625,248.7106152278893,247.4185802972914,248.2101842,58347800,3.807747593,74.07815367035478
07/02/2019,245.79896545410156,247.08189253432283,244.11565472014865,246.5268701006736,95482000,3.6854065906143774,64.33677989950286
08/02/2019,246.09925842285156,246.19933352668838,243.69712271732547,244.53423818773857,75788900,3.5715114368136085,59.16762579
11/02/2019,246.2357177734375,247.02732177907382,245.69888319223338,246.7634722890515,68021400,3.452462003121127,71.06387743805625
12/02/2019,249.4022216796875,249.7843620245546,247.80079761565793,247.87360476463638,72270200,3.5724439606626675,75.03501188793996
13/02/2019,250.2119903564453,251.06729378623095,249.8207422126339,250.2483939275267,65277200,3.6903322382424335,75.88215118776074
14/02/2019,249.6569824,250.80345895190635,248.2830321528876,249.11103989482245,83234400,3.696365643409081,70.99604177345581
15/02/2019,252.37753295898438,252.41393652837695,251.2492722179025,251.45853026438786,97088700,3.8759928197232227,81.72440131686446
19/02/2019,252.81427001953125,253.47847543713627,251.55861078106554,251.5677186145511,59120800,4.007394928,83.45680086848202
20/02/2019,253.32379150390625,253.78784669528847,252.2683103000031,252.7778491201242,76610800,4.105322567445143,80.13342988911639
21/02/2019,252.42303466796875,253.0417564849418,251.44944054056953,252.67780410835684,64214700,4.063406952777228,72.54661432777232
22/02/2019,253.98800659179688,254.1881567582489,252.40477101457753,253.05078844278327,78114600,4.109101516943639,74.94499115435647
25/02/2019,254.33380126953125,255.96252084390366,254.25191406426617,255.43479404293277,69030700,4.125659494,72.66193198384148
26/02/2019,254.1519012451172,255.04358065505932,253.76973309243178,253.9790189579255,56844100,4.077105662723312,69.75884898708904
27/02/2019,254.0426025390625,254.39744702051254,252.47758259861286,253.42385306100073,56921600,3.9838831837889757,70.83888725396852
28/02/2019,253.56944274902344,254.27007942397876,253.24189399277057,253.82421214870303,69268300,3.8277003103895595,81.81824997938124
01/03/2019,255.1527099609375,255.57125379055722,253.69687273920775,255.1708978603869,78880500,3.7880148132590534,83.54696191323758
04/03/2019,254.22462463378906,256.4720661044245,251.89529595585773,256.22640448253696,106494600,3.6397186305693765,77.96193774213498
05/03/2019,253.8788604736328,254.55220156971998,253.32383792307027,254.35202358457863,59114600,3.454471561491573,69.52377276423684
06/03/2019,252.3411407470703,254.00626396632762,252.01359191115728,253.9971561316227,75039800,3.147300671,58.731368500093865
07/03/2019,250.2301483154297,252.03172203552523,249.37484508290223,251.88613555256498,94885100,2.702374785823679,52.08446399259508
08/03/2019,249.72972106933594,249.90260330416848,247.87355565500627,248.3466909584614,85795800,2.2830697133480555,38.516131167069254
11/03/2019,253.3511505126953,253.51492493839993,250.43039551646913,250.45769125408657,65098900,2.2174254131483053,51.82449957842314
12/03/2019,254.30642700195312,254.8341814077354,253.72410891063143,253.91517899724556,79667500,2.216929280645985,53.241129397553976
13/03/2019,255.9897918701172,256.93609020815353,255.04349353208084,255.20729569458786,80639200,2.325561938047315,61.18705246
14/03/2019,255.8259277,256.44464929814114,255.38008833809866,256.01699779452554,67518400,2.3710990811595707,56.32007438221207
15/03/2019,257.08990478515625,257.91241144031414,256.19427031304326,256.3862099149827,81309000,2.4805853360117283,58.91450907619264
18/03/2019,258.0221862792969,258.32378984633147,257.0808674341902,257.30934315280933,62199800,2.612466420274501,61.93875927615185
19/03/2019,258.08612060546875,259.87736211394554,257.18136584431676,259.10056711987636,90268100,2.691120533163314,62.50814221547559
20/03/2019,257.3092956542969,259.09141708659274,256.18521317585856,257.86679080766885,84609200,2.6601071436446375,61.355454760261125
21/03/2019,260.21551513671875,260.62675460079043,256.43194472668404,256.4776565938671,79550400,2.837329465056598,64.22922799289131
22/03/2019,255.20736694335938,259.3656136909618,255.1433870512175,258.83556231774634,122659300,2.5443342260651605,52.24675867429203
25/03/2019,255.0154571533203,256.06643984488755,253.73599875097315,254.86008139834536,85575200,2.2704752467261358,52.61691226275362
26/03/2019,256.9162902832031,257.8850247922857,255.49060448153082,256.7974784847148,68125900,2.1816724186109866,60.36063554897336
27/03/2019,255.57290649414062,257.5012559,254.0009925991191,256.9071967418602,72224700,1.9800706707481766,62.534697983453796
28/03/2019,256.5415954589844,256.9985467668612,255.04280967199747,256.2126039045584,56238500,1.8768300088403294,65.63781409754775
29/03/2019,258.1591797,258.4881711893567,256.93455372488336,258.0769318120358,82186800,1.9035931323116415,62.15604382207909
01/04/2019,261.2207946777344,261.52239818512015,259.91392051932104,260.1881080614987,77617900,2.147099417644739,65.79875880343072
02/04/2019,261.3487854003906,261.58640905373977,260.5445464722243,261.41276529015386,40070400,2.323622412033359,63.18179327366614
03/04/2019,261.7600402832031,262.9846666324163,261.1477131635471,262.5825471875882,68243200,2.468250533194265,64.42093475133123
04/04/2019,262.4545898,262.7104815028186,261.38533922518087,262.08903431509475,48997500,2.6088406154785844,63.408214104291034
05/04/2019,263.7249450683594,263.7797770066855,262.83845821195246,263.1309138,58621700,2.790598041277235,64.01631241102356
08/04/2019,263.92596435546875,264.0356282153136,262.6282102704128,263.29536927126435,53566300,2.917234622384342,64.25716844
09/04/2019,262.5733337402344,263.27702864810806,262.0158665840147,262.9480371244555,66142300,2.875304321,62.49998188324403
10/04/2019,263.46893310546875,263.5603289,262.57329870487774,262.99368600348294,52601500,2.8811297678348637,58.541144235160274
11/04/2019,263.3959045410156,263.9716677376206,262.8201413444107,263.9625197852622,55093100,2.8470348365017344,79.01587686078928
12/04/2019,265.1779785,265.4612860869483,263.44156917490665,265.03175075460433,69727800,2.9300371892836097,82.36346585
